['2023-08-11 01:17:40', '***** BK Solution Work Logger Start *****']
['2023-08-11 01:27:20', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:20', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:20', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:20', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:20', 'imagesave_thread./ImageSave_2023-08-11/20230811_012720.283348.png Saved']
['2023-08-11 01:27:21', '176 mm']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->handle: 22 mm']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:21', '197 mm']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->handle: -21 mm']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:21', '185 mm']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->handle: 12 mm']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:21', '174 mm']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_UpdateSensorDistance->handle: 11 mm']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:21', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '164 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: 10 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '164 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:22', 'imagesave_thread./ImageSave_2023-08-11/20230811_012722.044995.png Saved']
['2023-08-11 01:27:22', '172 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -8 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '183 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -11 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '193 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -10 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '194 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -1 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '195 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -1 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', '195 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:22', 'imagesave_thread./ImageSave_2023-08-11/20230811_012722.245972.png Saved']
['2023-08-11 01:27:22', '195 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:22', 'imagesave_thread./ImageSave_2023-08-11/20230811_012722.284869.png Saved']
['2023-08-11 01:27:22', '195 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:22', '195 mm']
['2023-08-11 01:27:22', '196 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -1 mm']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_UpdateSensorDistance->handle: -1 mm']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:22', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:22', 'imagesave_thread./ImageSave_2023-08-11/20230811_012722.385387.png Saved']
['2023-08-11 01:27:24', '202 mm']
['2023-08-11 01:27:24', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:24', 'Job_UpdateSensorDistance->handle: -6 mm']
['2023-08-11 01:27:24', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:24', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:26', '170 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 32 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:26', '196 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: -26 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:26', '186 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 10 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:26', '175 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 11 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 11 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.400170.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.485968.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.586042.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.686084.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.785927.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.886402.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:26', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:26', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:26', 'imagesave_thread./ImageSave_2023-08-11/20230811_012726.987328.png Saved']
['2023-08-11 01:27:26', '164 mm']
['2023-08-11 01:27:27', '165 mm']
['2023-08-11 01:27:27', '175 mm']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.087455.png Saved']
['2023-08-11 01:27:27', '185 mm']
['2023-08-11 01:27:27', '194 mm']
['2023-08-11 01:27:27', '195 mm']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.186513.png Saved']
['2023-08-11 01:27:27', '196 mm']
['2023-08-11 01:27:27', '197 mm']
['2023-08-11 01:27:27', '197 mm']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.286960.png Saved']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.386694.png Saved']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.488889.png Saved']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.588318.png Saved']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.686362.png Saved']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.788092.png Saved']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.887824.png Saved']
['2023-08-11 01:27:27', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:27', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:27', 'imagesave_thread./ImageSave_2023-08-11/20230811_012727.986895.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.090524.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.187501.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.286982.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.387232.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.487043.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.587248.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.687151.png Saved']
['2023-08-11 01:27:28', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:28', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.787641.png Saved']
['2023-08-11 01:27:28', 'imagesave_thread./ImageSave_2023-08-11/20230811_012728.886995.png Saved']
['2023-08-11 01:27:29', '202 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->handle: -5 mm']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->handle: 5 mm']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->handle: False']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:29', 'imagesave_thread./ImageSave_2023-08-11/20230811_012729.278192.png Saved']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:29', 'imagesave_thread./ImageSave_2023-08-11/20230811_012729.343015.png Saved']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_CheckSensorDistance->handle: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-11 01:27:29', 'Job_AskGrabImage->handle']
['2023-08-11 01:27:29', 'imagesave_thread./ImageSave_2023-08-11/20230811_012729.387894.png Saved']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', '197 mm']
['2023-08-11 01:27:29', 'Job_UpdateSensorDistance->is_good_to_go: True']
