['2023-08-10 02:00:35', '***** BK Solution Work Logger Start *****']
['2023-08-10 02:08:51', 'imagesave_thread./ImageSave_2023-08-10/20230810_020851.png Saved']
['2023-08-10 02:08:51', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:51', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:51', 'imagesave_thread./ImageSave_2023-08-10/20230810_020851.png Saved']
['2023-08-10 02:08:51', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:51', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:51', 'imagesave_thread./ImageSave_2023-08-10/20230810_020851.png Saved']
['2023-08-10 02:08:51', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:51', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020851.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:52', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:52', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:52', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020852.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:53', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:53', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:53', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020853.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:54', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:54', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:54', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020854.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:55', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:55', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:55', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020855.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:56', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:56', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:56', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020856.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:57', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:57', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:57', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020857.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:58', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:58', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:58', 'imagesave_thread./ImageSave_2023-08-10/20230810_020858.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:08:59', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:08:59', 'Job_AskGrabImage->handle']
['2023-08-10 02:08:59', 'imagesave_thread./ImageSave_2023-08-10/20230810_020859.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_AskGrabImage->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_AskGrabImage->handle']
['2023-08-10 02:09:00', 'imagesave_thread./ImageSave_2023-08-10/20230810_020900.png Saved']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->is_good_to_go: True']
['2023-08-10 02:09:00', 'Job_UpdateSensorDistance->handle: 0 mm']
